nn,chapter,article,paragraph,name,summ
,,,и, заготовленіе и возобновленіе знаменъ и штандартовъ,10000
,,,к," заготовленіе походныхъ и экспедиціонныхъ вещей для частей войскъ, слѣдующихъ по Казанскому, Омскому и Туркестанскому военнымъ округамъ и Закаспійской области",19000
,,2,,Денежные отпуски на заготовленіе предметовъ вещевого довольствія:,4705222
,,,а, ремонтъ вещей и аммуничныя деньги.,1422985
,,,б, ковка и леченіе лошадей,678082
,,,в, пришивка головокъ и смазка сапогъ,1154503
,,,г, отпускъ денегъ кавалеріи и конной артиллеріи на заготовленіе сапогъ собственнымъ ихъ попеченіемъ,1138751
,,,д," постройка и починка лагеря и лѣтнихъ барачныхъ помѣщеній, исправленіе госпитальныхъ палатокъ и постройка къ нимъ приборовъ, содержаніе въ исправности походныхъ палатокъ",295009
,,,е, содержаніе и ремонтъ самокатовъ,15892
,,3,,Сбереженіе вещей,135000
,,4,,Подстилочныя принадлежности,655340
419,6,,,Продовольствіе.,127093337
,,1,,Провіантское довольствіе:,27504466
,,,а, заготовленіе провіанта,25306466
,,,б, накладные расходы,2198000
,,2,,На заготовленіе въ 1913 г. провіанта въ потребность 1914 года:,3134800
,,,а, заготовленіе провіанта,2884800
,,,б, накладные расходы,250000
,,3,,Приварочное довольствіе:,61000218
,,,а, приварочныя деньги,58985218
,,,б, кормовыя и порціонныя деньги,2015000
,,4,,На заготовленіе въ 1913 г. приварочныхъ припасовъ въ потребность 1914 года,1400000
,,5,,Освѣженіе и храненіе запасовъ мясныхъ консервовъ,2822000
,,6,,Продовольствіе лошадей:,28717315
,,,а, заготовленіе фуража,28256602
,,,б, накладные расходы,460713
,,7,,На заготовленіе въ 1913 г. фуража въ потребность 1914 года:,2200000
,,,а, на заготовленіе фуража,2100000
,,,б, накладные расходы,100000
,,8,,Храненіе провіанта и фуража,314538
420,7,,,На фуражное довольствіе чинамъ корпусныхъ и дивизіонныхъ интендантствъ,30016
421,8,,,Продовольствіе семействъ строевыхъ сверхсрочнослужащихъ нижнихъ чиновъ 2 разряда,720000
422,9,,,Денежное довольствіе.,138400643
,,1,,"Жалованье, столовыя и добавочное содержаніе офицерскимъ и класснымъ чинамъ:",77095409
,,,а, подлежащія 6% надбавкѣ,59613758
,,,б, не подлежащія 6% надбавкѣ,17090651
,,,в," содержаніе офицерскимъ и класснымъ чинамъ, состоящимъ подъ слѣдствіемъ и судомъ",73000
,,,г," содержаніе офицерскимъ и класснымъ чинамъ, увольняемымъ за штатъ",137000
,,,д," содержаніе офицерскимъ и класснымъ чинамъ, увольняемымъ въ отставку или въ запасъ, но оставляемымъ временно при исполненіи обязанностей",145000
